time,latitude,longitude,mag,id,updated,place,type,geom,state
2014-11-18 08:27:48.1-05,16.832,-100.186,4.6,usc000sydg,2014-12-30 03:07:17.6-05,"25km SSW of Coyuca de Benitez, Mexico",earthquake,0101000020AD10000096438B6CE70B59C0A245B6F3FDD43040,
2014-11-18 03:23:58.2-05,18.6651,-67.1348,3.2,pr14322001,2014-12-11 23:25:31.049-05,"19km N of San Antonio, Puerto Rico",earthquake,0101000020AD1000000DE02D90A0C850C0D1915CFE43AA3240,
2014-11-17 23:43:26-05,53.688,-164.3792,3.3,usc000syc1,2014-12-05 00:22:33.516-05,"104km ESE of Akutan, Alaska",earthquake,0101000020AD10000095D40968228C64C0F2D24D6210D84A40,
2014-11-17 23:27:05-05,60.0324,-153.403,3.6,ak11443934,2014-12-04 22:54:05.65-05,"62km SW of Redoubt Volcano, Alaska",earthquake,0101000020AD10000037894160E52C63C0F931E6AE25044E40,Alaska
2014-11-17 23:04:58.219-05,41.9238,-119.6281,3.48,nn00468331,2015-01-03 23:00:24.867-05,"66km ESE of Lakeview, Oregon",earthquake,0101000020AD10000087A757CA32E85DC0BC0512143FF64440,Nevada
2014-11-17 21:03:54-05,61.5511,-140.6553,3,ak11443898,2014-12-03 19:01:49.032-05,"185km NNE of Cape Yakataga, Alaska",earthquake,0101000020AD10000034A2B437F89461C0AD69DE718AC64E40,
2014-11-17 20:40:52.3-05,36.4215,-97.037,3,usc000sy8h,2015-01-30 17:16:09.637-05,"22km WNW of Pawnee, Oklahoma",earthquake,0101000020AD100000EE7C3F355E4258C0CBA145B6F3354240,Oklahoma
2014-11-17 18:32:07.54-05,41.2138,-127.544,3.2,usb000t0hw,2014-12-18 08:11:35.454-05,"285km W of Crescent City, California",earthquake,0101000020AD100000894160E5D0E25FC041F163CC5D9B4440,
2014-11-17 18:26:47.39-05,41.1376,-126.9482,3.3,usc000sy6z,2014-12-18 08:10:07.713-05,"234km WNW of Ferndale, California",earthquake,0101000020AD1000004D840D4FAFBC5FC0FDF675E09C914440,
2014-11-17 17:21:40.2-05,18.7399,-67.1576,3.5,pr14321001,2014-12-16 18:42:34.875-05,"28km NNW of San Antonio, Puerto Rico",earthquake,0101000020AD10000060764F1E16CA50C0764F1E166ABD3240,
2014-11-17 14:34:44.29-05,18.4615,-106.4442,4.7,usc000sy50,2014-12-24 09:55:18.409-05,"201km WSW of San Patricio, Mexico",earthquake,0101000020AD1000008638D6C56D9C5AC0A01A2FDD24763240,
2014-11-17 14:34:33-05,59.899,-151.7715,3,ak11443782,2014-12-24 09:39:29.647-05,"14km NNE of Anchor Point, Alaska",earthquake,0101000020AD100000A69BC420B0F862C04F8D976E12F34D40,Alaska
2014-11-17 08:16:13.5-05,41.9278,-119.6276,4.02,nn00468207,2014-12-22 09:56:01.077-05,"66km ESE of Lakeview, Oregon",earthquake,0101000020AD1000000EBE30992AE85DC0499D8026C2F64440,Nevada
2014-11-17 07:48:17.95-05,18.4392,-106.3308,4.6,usc000sy27,2015-01-07 09:51:30.172-05,"192km WSW of San Patricio, Mexico",earthquake,0101000020AD1000001361C3D32B955AC0386744696F703240,
2014-11-17 07:28:19.4-05,18.5041,-106.3053,4.5,usc000sy24,2015-01-07 09:43:09.912-05,"186km WSW of San Patricio, Mexico",earthquake,0101000020AD10000001DE02098A935AC0E2E995B20C813240,
2014-11-17 03:52:20-05,63.0805,-151.4834,3.1,ak11443721,2014-12-04 19:37:22.088-05,"109km NW of Talkeetna, Alaska",earthquake,0101000020AD1000005DDC460378EF62C0FCA9F1D24D8A4F40,Alaska
2014-11-17 02:21:01.65-05,37.1918,-98.0232,3.1,usc000sy0l,2015-01-30 00:33:11.411-05,"4km N of Anthony, Kansas",earthquake,0101000020AD1000001A51DA1B7C8158C0B8AF03E78C984240,Kansas
2014-11-16 23:51:16.1-05,16.066,-97.605,4.3,usb000t1l9,2014-12-06 23:17:13.769-05,"31km SW of San Miguel Panixtlahuaca, Mexico",earthquake,0101000020AD1000001F85EB51B86658C037894160E5103040,
2014-11-16 22:41:49.6-05,36.2796,-97.2361,3.3,usc000sxyi,2015-01-29 19:31:49.2-05,"4km ESE of Perry, Oklahoma",earthquake,0101000020AD1000007AA52C431C4F58C016FBCBEEC9234240,Oklahoma
2014-11-16 14:38:58-05,60.2624,-153.5376,3,ak11443459,2014-12-22 14:33:56.506-05,"50km WSW of Redoubt Volcano, Alaska",earthquake,0101000020AD1000008C4AEA04343163C0363CBD5296214E40,Alaska
2014-11-16 14:33:05.54-05,53.9039,-163.1971,3,usb000syf2,2014-12-22 14:27:41.907-05,"106km S of False Pass, Alaska",earthquake,0101000020AD10000055C1A8A44E6664C05D6DC5FEB2F34A40,
2014-11-16 10:32:40.4-05,36.2777,-96.9308,3.2,usc000sxtg,2015-01-30 07:31:42.917-05,"13km WSW of Pawnee, Oklahoma",earthquake,0101000020AD1000007AC7293A923B58C0B30C71AC8B234240,Oklahoma
2014-11-16 10:21:21.34-05,10.5654,-86.0584,5.2,usc000sxtc,2015-01-30 15:32:07.597-05,"45km W of Sardinal, Costa Rica",earthquake,0101000020AD10000088855AD3BC8355C01A51DA1B7C212540,
2014-11-16 08:59:12.57-05,37.1778,-98.019,3.1,usc000sxss,2015-02-06 03:08:27.01-05,"2km NNE of Anthony, Kansas",earthquake,0101000020AD100000EFA7C64B378158C0499D8026C2964240,Kansas
2014-11-16 08:52:37.5-05,19.6674,-65.56,3.1,pr14320006,2014-12-25 08:55:56.425-05,"140km NNE of Vieques, Puerto Rico",earthquake,0101000020AD100000A4703D0AD76350C0B459F5B9DAAA3340,
2014-11-16 07:26:40.1-05,36.0649,-97.3241,3.4,usc000sxs6,2014-12-27 05:31:14.564-05,"14km NNW of Langston, Oklahoma",earthquake,0101000020AD1000008D28ED0DBE5458C055C1A8A44E084240,Oklahoma
2014-11-16 07:26:30.3-05,18.9531,-64.9705,3.4,pr14320000,2014-12-25 07:41:57.288-05,"67km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,0101000020AD100000273108AC1C3E50C04ED1915CFEF33240,
2014-11-16 06:41:32.6-05,18.9727,-68.3125,3.1,pr14320003,2014-12-25 07:36:01.298-05,"44km NNE of Punta Cana, Dominican Republic",earthquake,0101000020AD10000000000000001451C0B7D100DE02F93240,
2014-11-16 05:06:02.14-05,10.264,-69.3613,4.5,usb000t10p,2014-12-27 00:59:29.593-05,"21km NNW of Barquisimeto, Venezuela",earthquake,0101000020AD100000DE02098A1F5751C0BB490C022B872440,
2014-11-16 03:09:02.01-05,13.5738,-90.5921,4.8,usb000t10z,2014-12-20 20:19:56.46-05,"41km SSE of Iztapa, Guatemala",earthquake,0101000020AD1000008BFD65F7E4A556C0BDE3141DC9252B40,
2014-11-16 03:08:30.06-05,13.496,-90.8333,4.7,usc000sxr4,2014-12-20 20:19:00.508-05,"47km S of Puerto San Jose, Guatemala",earthquake,0101000020AD1000006FF085C954B556C0CAA145B6F3FD2A40,
2014-11-16 03:05:18.34-05,13.261,-90.8665,4.4,usc000sxr3,2014-12-20 19:49:26.413-05,"73km S of Puerto San Jose, Guatemala",earthquake,0101000020AD100000FA7E6ABC74B756C01283C0CAA1852A40,
2014-11-15 23:40:02.967-05,41.9138,-119.6294,3.13,nn00468066,2014-12-30 18:29:39.656-05,"66km ESE of Lakeview, Oregon",earthquake,0101000020AD1000008E06F01648E85DC0DB8AFD65F7F44440,Nevada
2014-11-15 22:02:39.6-05,41.0409,-106.9026,3.3,usc000sxpl,2014-11-16 01:05:18.093-05,"46km S of Saratoga, Wyoming",earthquake,0101000020AD100000A857CA32C4B95AC0053411363C854440,Wyoming
2014-11-15 14:20:56.977-05,41.8769,-119.6371,3.12,nn00468004,2015-01-09 17:23:59.027-05,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD1000000612143FC6E85DC063EE5A423EF04440,Nevada
2014-11-15 14:02:16.03-05,18.5895,-102.0893,4.1,usc000sxm8,2014-12-24 15:04:32.558-05,"22km ESE of La Mira Tumbiscatio, Mexico",earthquake,0101000020AD10000019E25817B78559C0F4FDD478E9963240,
2014-11-15 13:58:38.734-05,41.9241,-119.6444,3.81,nn00468002,2014-12-24 13:40:38.545-05,"65km ESE of Lakeview, Oregon",earthquake,0101000020AD100000B7627FD93DE95DC0E71DA7E848F64440,Nevada
2014-11-15 13:39:57.6-05,36.6169,-97.7098,3.4,usc000sxly,2015-01-09 17:23:41.035-05,"21km S of Medford, Oklahoma",earthquake,0101000020AD100000DAACFA5C6D6D58C082734694F64E4240,Oklahoma
2014-11-15 13:23:36.422-05,41.8994,-119.6261,3.04,nn00468000,2014-12-24 13:04:05.544-05,"67km ESE of Lakeview, Oregon",earthquake,0101000020AD100000A301BC0512E85DC0DE02098A1FF34440,Nevada
2014-11-15 10:18:13.47-05,37.2293,-98.0328,3.8,usc000sxkz,2015-02-11 15:30:50.783-05,"6km S of Harper, Kansas",earthquake,0101000020AD100000C3D32B65198258C0857CD0B3599D4240,Kansas
2014-11-15 08:49:01.1-05,15.915,-94.177,4.1,usb000t1n0,2014-12-11 05:59:06.202-05,"35km WSW of Paredon, Mexico",earthquake,0101000020AD10000017D9CEF7538B57C014AE47E17AD42F40,
2014-11-15 08:24:07.5-05,14.686,-93.792,4,usb000t1sp,2014-12-11 05:47:51.367-05,"126km SW of Mapastepec, Mexico",earthquake,0101000020AD100000A69BC420B07257C0AC1C5A643B5F2D40,
2014-11-15 07:25:45.4-05,18.6,-67.0235,3,pr14319000,2014-12-10 01:28:26.519-05,"10km N of Isabela, Puerto Rico",earthquake,0101000020AD1000002FDD240681C150C09A99999999993240,
2014-11-15 07:18:48.479-05,41.8873,-119.642,3.2,nn00467984,2014-12-06 09:05:11.454-05,"67km ESE of Lakeview, Oregon",earthquake,0101000020AD1000000D022B8716E95DC0D3DEE00B93F14440,Nevada
2014-11-15 07:06:15.7-05,19.314,-155.2183,3.6,hv60802421,2015-01-28 19:46:34.69-05,"13km S of Volcano, Hawaii",earthquake,0101000020AD100000F0164850FC6663C0AAF1D24D62503340,Hawaii
2014-11-15 06:58:48.4-05,48.403,-114.24,3.9,usc000sxju,2015-02-06 00:59:47.789-05,"5km NW of Columbia Falls, Montana",earthquake,0101000020AD1000008FC2F5285C8F5CC0DD24068195334840,Montana
2014-11-15 00:15:31.64-05,13.7132,-90.3309,4.7,usc000sxg4,2015-01-03 22:13:34.62-05,"32km SSW of Pasaco, Guatemala",earthquake,0101000020AD100000C58F31772D9556C0B003E78C286D2B40,
2014-11-14 19:03:52.119-05,41.8942,-119.615,3.01,nn00467840,2014-12-17 17:48:41.565-05,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD1000008FC2F5285CE75DC0A60A462575F24440,Nevada
2014-11-14 19:00:39-05,18.903,-68.5475,3.4,pr14318004,2014-12-17 17:45:09.267-05,"30km NNW of Otra Banda, Dominican Republic",earthquake,0101000020AD100000D7A3703D0A2351C0BA490C022BE73240,
2014-11-14 15:41:54.7-05,36.0238,-97.0914,3,usc000sx9s,2015-01-30 08:18:02.438-05,"7km NW of Perkins, Oklahoma",earthquake,0101000020AD100000AEB6627FD94558C089D2DEE00B034240,Oklahoma
2014-11-14 15:24:35.6-05,31.6841667,-114.538,3.96,ci37060951,2015-01-09 17:20:01.96-05,"113km S of Yuma, Arizona",earthquake,0101000020AD100000DF4F8D976EA25CC02383818C25AF3F40,
2014-11-14 12:16:15.31-05,41.9365,-119.6244,3.57,nn00467793,2014-12-22 10:33:07.96-05,"65km ESE of Lakeview, Oregon",earthquake,0101000020AD100000D5E76A2BF6E75DC01D5A643BDFF74440,Nevada
2014-11-14 11:58:31.1-05,36.6258,-98.0001,3.6,usc000sx8v,2015-01-29 16:31:13.174-05,"25km ENE of Helena, Oklahoma",earthquake,0101000020AD100000B22E6EA3018058C01CEBE2361A504240,Oklahoma
2014-11-14 10:00:23-05,57.7435,-157.4294,3.3,ak11440466,2014-12-22 09:26:35.564-05,"114km SSW of King Salmon, Alaska",earthquake,0101000020AD100000E09C11A5BDAD63C0BA490C022BDF4C40,Alaska
2014-11-14 09:42:45.45-05,37.4673333,-118.8416667,3.18,nc72346396,2014-12-19 07:36:35.297-05,"23km SSE of Mammoth Lakes, California",earthquake,0101000020AD10000078A801DEDDB55DC077EADB93D1BB4240,California
2014-11-14 07:43:23.8-05,36.8431,-97.8774,3,usc000sxdf,2014-12-04 09:16:55.186-05,"13km WNW of Medford, Oklahoma",earthquake,0101000020AD100000AA605452277858C0F9A067B3EA6B4240,Oklahoma
2014-11-14 07:34:56.8-05,36.8442,-97.8855,3.1,usc000sx86,2014-12-04 09:14:17.028-05,"14km WNW of Medford, Oklahoma",earthquake,0101000020AD100000E9263108AC7858C040A4DFBE0E6C4240,Oklahoma
2014-11-14 07:10:19.8-05,36.8477,-97.8768,3,usc000sxcw,2014-12-04 09:09:00.618-05,"13km WNW of Medford, Oklahoma",earthquake,0101000020AD1000008048BF7D1D7858C0DC68006F816C4240,Oklahoma
2014-11-14 07:06:51-05,36.8455,-97.8767,3.3,usc000sx83,2014-12-31 01:45:58.044-05,"13km WNW of Medford, Oklahoma",earthquake,0101000020AD100000CE1951DA1B7858C04E621058396C4240,Oklahoma
2014-11-14 06:04:33-05,56.8049,-153.0612,4,ak11440324,2014-11-30 05:19:48-05,"98km SE of Larsen Bay, Alaska",earthquake,0101000020AD1000007DD0B359F52163C0744694F606674C40,
2014-11-14 03:54:32.5-05,36.1653,-96.9009,3,usc000sx78,2015-01-30 04:30:19.848-05,"15km ENE of Stillwater, Oklahoma",earthquake,0101000020AD100000D93D7958A83958C0B003E78C28154240,Oklahoma
2014-11-14 01:49:19.2-05,18.1364,-64.1153,3.1,pr14318000,2014-11-14 04:51:57.849-05,"61km ESE of Road Town, British Virgin Islands",earthquake,0101000020AD100000A54E4013610750C0A52C431CEB223240,
2014-11-13 17:29:30.898-05,41.8596,-119.6326,3.14,nn00467665,2014-12-30 16:15:00.405-05,"69km ESE of Lakeview, Oregon",earthquake,0101000020AD100000C6DCB5847CE85DC020D26F5F07EE4440,Nevada
2014-11-13 16:14:00.08-05,13.1221,-87.5824,5.2,usc000swzu,2014-12-17 16:50:47.831-05,"20km SSE of Amapala, Honduras",earthquake,0101000020AD100000304CA60A46E555C0E6AE25E4833E2A40,
2014-11-13 14:34:23.8-05,36.7532,-97.5616,3.2,usc000swxu,2015-01-29 20:05:27.005-05,"16km ESE of Medford, Oklahoma",earthquake,0101000020AD100000C05B2041F16358C071AC8BDB68604240,Oklahoma
2014-11-13 13:41:13.85-05,27.7355,-105.6056,3.7,usc000swxc,2015-01-09 17:15:37.905-05,"17km SW of Naica, Mexico",earthquake,0101000020AD100000499D8026C2665AC03F355EBA49BC3B40,
2014-11-13 12:44:32-05,59.9774,-151.9596,3.1,ak11440091,2014-12-24 08:44:33.437-05,"23km NNW of Anchor Point, Alaska",earthquake,0101000020AD100000BB270F0BB5FE62C0228E75711BFD4D40,
2014-11-13 06:36:07.489-05,41.9009,-119.6224,4.59,nn00467620,2015-02-06 02:43:19.791-05,"67km ESE of Lakeview, Oregon",earthquake,0101000020AD100000F241CF66D5E75DC0B37BF2B050F34440,Nevada
2014-11-13 06:02:33.7-05,41.8836,-119.6411,3.19,nn00467615,2014-12-21 03:39:20.322-05,"67km ESE of Lakeview, Oregon",earthquake,0101000020AD100000CC5D4BC807E95DC0705F07CE19F14440,Nevada
2014-11-13 05:41:49.085-05,41.8897,-119.6399,3.12,nn00467610,2014-12-31 01:29:40.829-05,"67km ESE of Lakeview, Oregon",earthquake,0101000020AD100000772D211FF4E85DC027A089B0E1F14440,Nevada
2014-11-13 05:18:09-05,12.936,-88.644,3.7,usb000t1lk,2015-02-06 02:38:48.608-05,"39km SSW of Puerto El Triunfo, El Salvador",earthquake,0101000020AD100000EFA7C64B372956C0AC1C5A643BDF2940,
2014-11-13 05:10:37.1-05,19.1795,-68.7003,3.9,pr14317000,2014-12-21 02:59:44.234-05,"42km ENE of Miches, Dominican Republic",earthquake,0101000020AD100000E25817B7D12C51C0CBA145B6F32D3340,
2014-11-13 03:25:41.731-05,41.8822,-119.6344,3.17,nn00467600,2015-02-05 22:02:49.831-05,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD100000462575029AE85DC0FE43FAEDEBF04440,Nevada
2014-11-13 03:07:32.53-05,26.565,-111.8059,4.2,usc000swtz,2014-12-09 19:06:20.682-05,"39km SSE of Mulege, Mexico",earthquake,0101000020AD1000002BF697DD93F35BC0713D0AD7A3903A40,
2014-11-13 01:28:31.3-05,35.3504,-96.5389,3.6,usc000swta,2015-01-28 21:05:15.159-05,"16km SSW of Boley, Oklahoma",earthquake,0101000020AD1000001FF46C567D2258C05B423EE8D9AC4140,Oklahoma
2014-11-12 23:42:59.2-05,14.737,-92.557,4.4,usc000swt2,2014-12-13 23:13:14.488-05,"14km W of Puerto Madero, Mexico",earthquake,0101000020AD100000CFF753E3A52357C0D34D621058792D40,
2014-11-12 21:40:00.55-05,37.2713,-97.6206,4.9,usc000swru,2015-01-27 22:03:25.112-05,"13km S of Conway Springs, Kansas",earthquake,0101000020AD10000072F90FE9B76758C0D0B359F5B9A24240,Kansas
2014-11-12 21:37:11-05,36.6485,-97.6016,3.1,usc000swrs,2015-01-29 23:33:52.206-05,"21km SE of Medford, Oklahoma",earthquake,0101000020AD1000008351499D806658C05EBA490C02534240,Oklahoma
2014-11-12 20:14:05.97-05,44.0327,-128.9582,4.3,usc000swpr,2014-12-16 16:51:16.484-05,Off the coast of Oregon,earthquake,0101000020AD100000DFE00B93A91E60C0234A7B832F044640,
2014-11-12 15:40:48.51-05,41.9003,-119.6447,3.05,nn00467457,2014-11-13 16:46:50.229-05,"66km ESE of Lakeview, Oregon",earthquake,0101000020AD100000CCEEC9C342E95DC05E4BC8073DF34440,Nevada
2014-11-12 15:17:52.14-05,41.8872,-119.6482,3.43,nn00467453,2015-01-27 13:24:30.616-05,"66km ESE of Lakeview, Oregon",earthquake,0101000020AD1000001A51DA1B7CE95DC06F8104C58FF14440,Nevada
2014-11-12 14:52:54.388-05,41.873,-119.6363,3.27,nn00467448,2014-12-30 10:01:51.96-05,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD100000789CA223B9E85DC03AB4C876BEEF4440,Nevada
2014-11-12 14:42:55.657-05,41.8812,-119.6545,4.11,nn00467446,2015-02-08 09:28:55.185-05,"66km ESE of Lakeview, Oregon",earthquake,0101000020AD100000D9CEF753E3E95DC01B9E5E29CBF04440,Nevada
2014-11-12 10:15:40.1-05,18.2208,-68.4298,3.7,pr14316001,2014-12-19 03:54:37.388-05,"25km SE of Boca de Yuma, Dominican Republic",earthquake,0101000020AD10000088F4DBD7811B51C0F1F44A5986383240,
2014-11-12 09:03:28.29-05,13.8631,-90.7793,4.4,usc000swii,2015-01-10 02:45:46.679-05,"8km SE of Puerto San Jose, Guatemala",earthquake,0101000020AD10000076711B0DE0B156C0EE5A423EE8B92B40,
2014-11-12 07:10:28.6-05,19.2733,-68.5582,3.7,pr14316003,2014-12-23 09:38:46.196-05,"60km ENE of Miches, Dominican Republic",earthquake,0101000020AD10000024287E8CB92351C02EFF21FDF6453340,
2014-11-12 00:13:09.4-05,19.4529,-64.5955,3.4,pr14316000,2014-12-02 23:26:41.284-05,"114km N of Road Town, British Virgin Islands",earthquake,0101000020AD100000273108AC1C2650C0C05B2041F1733340,
2014-11-11 23:17:11.7-05,36.765,-97.5605,3,usc000swg5,2014-12-02 20:47:57-05,"16km ESE of Medford, Oklahoma",earthquake,0101000020AD1000001D5A643BDF6358C052B81E85EB614240,Oklahoma
2014-11-11 22:33:23.5-05,47.947,-114.903,3.7,mb30808,2015-01-29 17:47:54.375-05,"51km W of Lakeside, Montana",earthquake,0101000020AD1000006E1283C0CAB95CC0EFA7C64B37F94740,Montana
2014-11-11 20:24:58.868-05,41.9041,-119.6573,3.08,nn00467251,2014-12-13 16:16:53.817-05,"65km ESE of Lakeview, Oregon",earthquake,0101000020AD1000004BEA043411EA5DC024287E8CB9F34440,Nevada
2014-11-11 19:24:23.98-05,60.6035,-57.8042,4.3,usb000sytl,2014-12-12 17:28:43.186-05,Davis Strait,earthquake,0101000020AD100000BBB88D06F0E64CC06891ED7C3F4D4E40,
2014-11-11 16:40:32.343-05,41.9033,-119.6346,3.04,nn00467220,2014-12-16 10:57:15.36-05,"66km ESE of Lakeview, Oregon",earthquake,0101000020AD100000AA8251499DE85DC0083D9B559FF34440,Nevada
2014-11-11 15:16:30.59-05,42.5041,-111.5625,3.3,usc000swa0,2014-12-21 16:07:49.787-05,"17km SSE of Soda Springs, Idaho",earthquake,0101000020AD1000000000000000E45BC0F1F44A5986404540,Idaho
2014-11-11 14:54:08-05,62.9789,-149.7443,3,ak11438692,2014-12-16 11:44:51.932-05,"60km SW of Cantwell, Alaska",earthquake,0101000020AD10000036CD3B4ED1B762C0F7065F984C7D4F40,Alaska
2014-11-11 14:09:41.9-05,36.7559,-97.5648,3.5,usc000sw9m,2014-12-17 12:45:35.022-05,"16km ESE of Medford, Oklahoma",earthquake,0101000020AD100000F931E6AE256458C0F085C954C1604240,Oklahoma
2014-11-11 12:57:10.89-05,41.8921,-119.6203,3.28,nn00467201,2014-12-18 08:58:16.871-05,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD1000005D6DC5FEB2E75DC07C61325530F24440,Nevada
2014-11-11 12:39:18.9-05,19.0035,-64.4244,3,pr14315004,2014-12-15 04:18:49.498-05,"68km NNE of Road Town, British Virgin Islands",earthquake,0101000020AD100000091B9E5E291B50C037894160E5003340,
2014-11-11 08:35:32.34-05,40.4006667,-121.4791667,3.85,nc72339590,2015-01-30 21:16:10.687-05,"23km WNW of Chester, California",earthquake,0101000020AD1000004475CEAAAA5E5EC0528CE20B49334440,California
2014-11-10 22:30:24.755-05,41.9211,-119.631,3.17,nn00467153,2014-12-02 20:15:57.252-05,"66km ESE of Lakeview, Oregon",earthquake,0101000020AD100000AAF1D24D62E85DC03D2CD49AE6F54440,Nevada
2014-11-10 21:54:31.39-05,13.2165,-90.8583,4.1,usb000sylq,2014-12-02 18:29:33-05,"78km S of Puerto San Jose, Guatemala",earthquake,0101000020AD100000098A1F63EEB656C0022B8716D96E2A40,
2014-11-10 21:44:56-05,61.244,-147.0221,3.5,ak11438326,2014-12-02 01:09:19.951-05,"38km WNW of Valdez, Alaska",earthquake,0101000020AD100000BB270F0BB56062C0AC1C5A643B9F4E40,Alaska
2014-11-10 21:22:08-05,61.2438,-147.0229,3.1,ak11438290,2014-12-01 23:30:36-05,"38km WNW of Valdez, Alaska",earthquake,0101000020AD10000082E2C798BB6062C0E561A1D6349F4E40,Alaska
2014-11-10 19:22:34-05,61.3835,-149.7111,3.3,ak11438112,2015-01-30 00:47:04.95-05,"15km SSW of Knik-Fairview, Alaska",earthquake,0101000020AD100000F085C954C1B662C00C022B8716B14E40,
2014-11-10 18:22:35.09-05,13.2304,-90.869,4.9,usc000sw2y,2014-12-23 13:40:21.098-05,"77km S of Puerto San Jose, Guatemala",earthquake,0101000020AD100000560E2DB29DB756C02EFF21FDF6752A40,
2014-11-10 17:17:43-05,61.5402,-140.7113,3.4,ak11437900,2014-12-10 10:00:37.445-05,"189km NNE of Cape Yakataga, Alaska",earthquake,0101000020AD100000A2B437F8C29661C04CA60A4625C54E40,
2014-11-10 16:18:17.825-05,41.9014,-119.6215,3.11,nn00467117,2014-11-10 19:20:58.321-05,"67km ESE of Lakeview, Oregon",earthquake,0101000020AD100000B29DEFA7C6E75DC0A54E401361F34440,Nevada
2014-11-10 15:39:08-05,19.7448,-156.0647,3.8,hv60800231,2015-01-28 08:35:27.449-05,"8km WNW of Kalaoa, Hawaii",earthquake,0101000020AD100000A301BC05128263C0910F7A36ABBE3340,
2014-11-10 14:11:12.854-05,41.8628,-119.6066,3.48,nn00467103,2014-11-10 17:13:51.922-05,"71km ESE of Lakeview, Oregon",earthquake,0101000020AD1000003B70CE88D2E65DC0917EFB3A70EE4440,Nevada
2014-11-10 13:57:55.4-05,18.0641,-68.3107,3.7,pr14314001,2014-12-15 14:27:55.007-05,"32km SE of Boca de Yuma, Dominican Republic",earthquake,0101000020AD10000080B74082E21351C071AC8BDB68103240,
2014-11-10 12:46:22.96-05,12.0819,-86.3873,4.7,usc000sw02,2014-12-22 07:25:09.45-05,"9km SSW of Ciudad Sandino, Nicaragua",earthquake,0101000020AD100000696FF085C99855C0B515FBCBEE292840,
2014-11-10 08:42:42.85-05,32.8666667,-118.6535,4.11,ci37286720,2015-01-30 21:04:01.007-05,"19km SSW of San Clemente Is. (NW tip), California",earthquake,0101000020AD100000E7FBA9F1D2A95DC0218436EFEE6E4040,
2014-11-10 08:40:14.05-05,32.8556667,-118.5988333,3.44,ci37286712,2015-01-29 16:28:37.13-05,"20km S of San Clemente Is. (NW tip), California",earthquake,0101000020AD1000005DD0E74853A65DC05C63867C866D4040,
2014-11-10 02:43:13.549-05,41.9171,-119.6386,3.59,nn00467065,2015-01-28 22:53:28.04-05,"65km ESE of Lakeview, Oregon",earthquake,0101000020AD10000070CE88D2DEE85DC0AF94658863F54440,Nevada
2014-11-10 02:30:56.7-05,36.7555,-97.5646,3.5,usc000svxk,2015-01-30 07:15:24.432-05,"16km ESE of Medford, Oklahoma",earthquake,0101000020AD10000095D40968226458C062105839B4604240,Oklahoma
2014-11-10 02:11:30.3-05,36.0242,-97.093,3.1,usc000svxf,2014-12-01 20:04:52-05,"7km NW of Perkins, Oklahoma",earthquake,0101000020AD100000CAA145B6F34558C0174850FC18034240,Oklahoma
2014-11-10 01:19:29.744-05,41.9148,-119.6483,3.19,nn00467057,2015-01-30 05:49:17.49-05,"65km ESE of Lakeview, Oregon",earthquake,0101000020AD100000CC7F48BF7DE95DC0BE30992A18F54440,Nevada
2014-11-09 23:39:46.226-05,41.8923,-119.6145,3.23,nn00467055,2014-11-10 02:42:34.939-05,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD10000017D9CEF753E75DC0431CEBE236F24440,Nevada
2014-11-09 20:10:18.9-05,36.0244,-97.0975,3.8,usc000svvx,2015-01-02 12:48:55.207-05,"8km NW of Perkins, Oklahoma",earthquake,0101000020AD1000000AD7A3703D4658C0DE02098A1F034240,Oklahoma
2014-11-09 19:32:27.453-05,41.909,-119.6588,3.29,nn00467032,2014-12-20 10:18:01.063-05,"64km ESE of Lakeview, Oregon",earthquake,0101000020AD100000B5A679C729EA5DC03108AC1C5AF44440,Nevada
2014-11-09 18:56:10-05,59.0348,-152.9418,3.2,ak11436926,2014-12-15 11:49:35.844-05,"103km SW of Anchor Point, Alaska",earthquake,0101000020AD100000EEEBC039231E63C04DF38E5374844D40,
2014-11-09 18:39:54.7-05,36.3306,-97.5206,3.1,usc000svvp,2014-12-15 11:37:19.758-05,"21km WNW of Perry, Oklahoma",earthquake,0101000020AD1000000C93A982516158C05F07CE19512A4240,Oklahoma
2014-11-09 15:22:44.304-05,41.9017,-119.6171,3.06,nn00467018,2014-12-15 12:22:58.71-05,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD1000002497FF907EE75DC0CF66D5E76AF34440,Nevada
2014-11-09 14:37:56.79-05,13.1232,-90.9951,4.4,usc000svuv,2014-12-15 11:11:12.679-05,"90km SSW of Puerto San Jose, Guatemala",earthquake,0101000020AD100000F90FE9B7AFBF56C002BC0512143F2A40,
2014-11-09 13:40:47.369-05,41.8718,-119.6069,3.63,nn00466998,2014-11-10 01:16:32.668-05,"70km ESE of Lakeview, Oregon",earthquake,0101000020AD10000050FC1873D7E65DC08F53742497EF4440,Nevada
